home,away,kickoff,bookmaker,outcome,odds
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,Bovada,Brighton and Hove Albion,2.67
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,Bovada,Draw,3.6
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,BetRivers,Bournemouth,2.48
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,BetRivers,Brighton and Hove Albion,2.6
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,BetRivers,Draw,3.5
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,MyBookie.ag,Crystal Palace,1.67
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,MyBookie.ag,Sunderland,4.7
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,MyBookie.ag,Draw,3.7
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,FanDuel,Crystal Palace,1.69
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,FanDuel,Sunderland,5.1
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,FanDuel,Draw,3.8
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,DraftKings,Crystal Palace,1.67
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,DraftKings,Sunderland,4.8
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,DraftKings,Draw,3.8
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,Bovada,Crystal Palace,1.7
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,Bovada,Sunderland,4.85
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,Bovada,Draw,3.85
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,BetRivers,Crystal Palace,1.7
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,BetRivers,Sunderland,4.75
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,BetRivers,Draw,3.7
Fulham,Leeds United,2025-09-13T14:00:00Z,MyBookie.ag,Fulham,1.85
Fulham,Leeds United,2025-09-13T14:00:00Z,MyBookie.ag,Leeds United,3.85
Fulham,Leeds United,2025-09-13T14:00:00Z,MyBookie.ag,Draw,3.55
Fulham,Leeds United,2025-09-13T14:00:00Z,FanDuel,Fulham,1.87
Fulham,Leeds United,2025-09-13T14:00:00Z,FanDuel,Leeds United,4.1
Fulham,Leeds United,2025-09-13T14:00:00Z,FanDuel,Draw,3.6
Fulham,Leeds United,2025-09-13T14:00:00Z,DraftKings,Fulham,1.87
Fulham,Leeds United,2025-09-13T14:00:00Z,DraftKings,Leeds United,3.8
Fulham,Leeds United,2025-09-13T14:00:00Z,DraftKings,Draw,3.75
Fulham,Leeds United,2025-09-13T14:00:00Z,Bovada,Fulham,1.9
Fulham,Leeds United,2025-09-13T14:00:00Z,Bovada,Leeds United,3.8
Fulham,Leeds United,2025-09-13T14:00:00Z,Bovada,Draw,3.75
Fulham,Leeds United,2025-09-13T14:00:00Z,BetRivers,Fulham,1.83
Fulham,Leeds United,2025-09-13T14:00:00Z,BetRivers,Leeds United,4.2
Fulham,Leeds United,2025-09-13T14:00:00Z,BetRivers,Draw,3.45
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,FanDuel,Newcastle United,1.45
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,FanDuel,Wolverhampton Wanderers,6.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,FanDuel,Draw,4.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,MyBookie.ag,Newcastle United,1.45
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,MyBookie.ag,Wolverhampton Wanderers,6.1
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,MyBookie.ag,Draw,4.4
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,DraftKings,Newcastle United,1.47
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,DraftKings,Wolverhampton Wanderers,6.0
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,DraftKings,Draw,4.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,Bovada,Newcastle United,1.47
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,Bovada,Wolverhampton Wanderers,6.25
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,Bovada,Draw,4.65
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,BetRivers,Newcastle United,1.47
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,BetRivers,Wolverhampton Wanderers,6.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,BetRivers,Draw,4.2
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,FanDuel,Tottenham Hotspur,1.95
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,FanDuel,West Ham United,3.9
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,FanDuel,Draw,3.6
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,MyBookie.ag,Tottenham Hotspur,1.87
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,MyBookie.ag,West Ham United,3.75
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,MyBookie.ag,Draw,3.6
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,DraftKings,Tottenham Hotspur,1.83
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,DraftKings,West Ham United,3.9
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,DraftKings,Draw,3.7
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,BetRivers,Tottenham Hotspur,1.88
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,BetRivers,West Ham United,3.75
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,BetRivers,Draw,3.6
Brentford,Chelsea,2025-09-13T19:00:00Z,FanDuel,Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,FanDuel,Chelsea,1.77
Brentford,Chelsea,2025-09-13T19:00:00Z,FanDuel,Draw,3.8
Brentford,Chelsea,2025-09-13T19:00:00Z,MyBookie.ag,Brentford,4.3
Brentford,Chelsea,2025-09-13T19:00:00Z,MyBookie.ag,Chelsea,1.74
Brentford,Chelsea,2025-09-13T19:00:00Z,MyBookie.ag,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,DraftKings,Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,DraftKings,Chelsea,1.74
Brentford,Chelsea,2025-09-13T19:00:00Z,DraftKings,Draw,3.7
Brentford,Chelsea,2025-09-13T19:00:00Z,Bovada,Brentford,4.45
Brentford,Chelsea,2025-09-13T19:00:00Z,Bovada,Chelsea,1.78
Brentford,Chelsea,2025-09-13T19:00:00Z,Bovada,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,BetRivers,Brentford,4.25
Brentford,Chelsea,2025-09-13T19:00:00Z,BetRivers,Chelsea,1.74
Brentford,Chelsea,2025-09-13T19:00:00Z,BetRivers,Draw,3.8
Burnley,Liverpool,2025-09-14T13:00:00Z,FanDuel,Burnley,10.0
Burnley,Liverpool,2025-09-14T13:00:00Z,FanDuel,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,FanDuel,Draw,5.6
Burnley,Liverpool,2025-09-14T13:00:00Z,MyBookie.ag,Burnley,8.1
Burnley,Liverpool,2025-09-14T13:00:00Z,MyBookie.ag,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,MyBookie.ag,Draw,5.1
Burnley,Liverpool,2025-09-14T13:00:00Z,DraftKings,Burnley,8.0
Burnley,Liverpool,2025-09-14T13:00:00Z,DraftKings,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,DraftKings,Draw,5.25
Burnley,Liverpool,2025-09-14T13:00:00Z,Bovada,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,Bovada,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,Bovada,Draw,5.45
Burnley,Liverpool,2025-09-14T13:00:00Z,BetRivers,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,BetRivers,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,BetRivers,Draw,4.9
Manchester City,Manchester United,2025-09-14T15:30:00Z,FanDuel,Manchester City,1.74
Manchester City,Manchester United,2025-09-14T15:30:00Z,FanDuel,Manchester United,4.4
Manchester City,Manchester United,2025-09-14T15:30:00Z,FanDuel,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,MyBookie.ag,Manchester City,1.71
Manchester City,Manchester United,2025-09-14T15:30:00Z,MyBookie.ag,Manchester United,4.2
Manchester City,Manchester United,2025-09-14T15:30:00Z,MyBookie.ag,Draw,3.9
Manchester City,Manchester United,2025-09-14T15:30:00Z,DraftKings,Manchester City,1.71
Manchester City,Manchester United,2025-09-14T15:30:00Z,DraftKings,Manchester United,4.2
Manchester City,Manchester United,2025-09-14T15:30:00Z,DraftKings,Draw,3.9
Manchester City,Manchester United,2025-09-14T15:30:00Z,Bovada,Manchester City,1.74
Manchester City,Manchester United,2025-09-14T15:30:00Z,Bovada,Manchester United,4.3
Manchester City,Manchester United,2025-09-14T15:30:00Z,Bovada,Draw,4.05
Manchester City,Manchester United,2025-09-14T15:30:00Z,BetRivers,Manchester City,1.71
Manchester City,Manchester United,2025-09-14T15:30:00Z,BetRivers,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,BetRivers,Draw,3.8
